0.300000 9.00 30
0.033333 2.00 60
0.533333 16.00 30
0.050000 1.00 20
0.766667 23.00 30
0.450000 27.00 60

0.583333 35.00 60
0.125000 5.00 40
0.300000 15.00 50
0.380000 19.00 50
0.530000 53.00 100
0.200000 8.00 40

0.133333 8.00 60
0.120000 12.00 100
0.666667 20.00 30
0.450000 9.00 20
0.483333 29.00 60
0.250000 5.00 20

0.766667 23.00 30
0.075000 3.00 40
0.625000 25.00 40
0.166667 10.00 60
0.120000 12.00 100
0.366667 11.00 30

0.600000 12.00 20
0.566667 17.00 30
0.383333 23.00 60
0.050000 3.00 60
0.150000 3.00 20
0.350000 21.00 60

0.300000 6.00 20
0.200000 6.00 30
0.333333 20.00 60
0.075000 3.00 40
0.750000 15.00 20
0.430000 43.00 100

0.020000 1.00 50
0.166667 10.00 60
0.633333 38.00 60
0.690000 69.00 100
0.440000 44.00 100
0.150000 3.00 20

0.083333 5.00 60
0.633333 19.00 30
0.100000 2.00 20
0.880000 88.00 100
0.150000 6.00 40
0.260000 26.00 100

0.450000 18.00 40
0.960000 48.00 50
0.130000 13.00 100
0.225000 9.00 40
0.166667 5.00 30
0.160000 8.00 50

0.366667 11.00 30
0.590000 59.00 100
0.020000 2.00 100
0.225000 9.00 40
0.010000 1.00 100
0.916667 55.00 60

0.100000 3.00 30
0.360000 36.00 100
0.300000 30.00 100
0.680000 34.00 50
0.550000 22.00 40
0.100000 10.00 100

0.250000 10.00 40
0.600000 60.00 100
0.550000 22.00 40
0.025000 1.00 40
0.450000 9.00 20
0.216667 13.00 60

0.066667 2.00 30
0.260000 13.00 50
0.366667 22.00 60
0.650000 26.00 40
0.150000 3.00 20
0.610000 61.00 100

0.260000 26.00 100
0.280000 14.00 50
0.050000 5.00 100
0.516667 31.00 60
0.150000 3.00 20
0.820000 41.00 50

0.100000 5.00 50
0.466667 28.00 60
0.340000 17.00 50
0.766667 46.00 60
0.275000 11.00 40
0.140000 14.00 100

1.000000 100.00 100
0.030000 3.00 100
0.166667 10.00 60
0.366667 11.00 30
0.483333 29.00 60
0.100000 2.00 20

0.733333 22.00 30
0.080000 8.00 100
0.283333 17.00 60
0.800000 48.00 60
0.033333 2.00 60
0.175000 7.00 40

0.183333 11.00 60
0.350000 14.00 40
0.616667 37.00 60
0.350000 7.00 20
0.320000 32.00 100
0.300000 9.00 30

0.040000 4.00 100
0.050000 1.00 20
0.225000 9.00 40
0.550000 11.00 20
0.700000 35.00 50
0.540000 54.00 100

0.290000 29.00 100
0.500000 20.00 40
0.180000 9.00 50
0.080000 4.00 50
0.660000 66.00 100
0.400000 16.00 40

0.180000 9.00 50
0.620000 62.00 100
0.225000 9.00 40
0.150000 15.00 100
0.666667 20.00 30
0.225000 9.00 40

0.440000 22.00 50
0.500000 20.00 40
0.075000 3.00 40
0.266667 8.00 30
0.500000 10.00 20
0.300000 18.00 60

0.166667 5.00 30
0.800000 48.00 60
0.300000 9.00 30
0.216667 13.00 60
0.580000 29.00 50
0.033333 2.00 60

0.890000 89.00 100
0.640000 64.00 100
0.220000 22.00 100
0.140000 7.00 50
0.025000 1.00 40
0.200000 12.00 60

0.050000 5.00 100
0.066667 4.00 60
0.500000 50.00 100
0.720000 36.00 50
0.300000 6.00 20
0.450000 9.00 20

0.100000 3.00 30
0.590000 59.00 100
0.175000 7.00 40
0.600000 12.00 20
0.150000 3.00 20
0.475000 19.00 40

0.400000 8.00 20
0.200000 4.00 20
0.700000 28.00 40
0.570000 57.00 100
0.075000 3.00 40
0.133333 4.00 30

0.050000 1.00 20
0.450000 9.00 20
0.020000 2.00 100
1.000000 30.00 30
0.300000 15.00 50
0.266667 8.00 30

0.150000 3.00 20
0.650000 39.00 60
0.100000 5.00 50
0.520000 26.00 50
0.200000 20.00 100
0.500000 10.00 20

0.350000 7.00 20
0.200000 4.00 20
0.740000 37.00 50
0.066667 2.00 30
0.233333 7.00 30
0.500000 15.00 30

0.100000 5.00 50
0.166667 5.00 30
0.566667 17.00 30
0.250000 5.00 20
0.250000 15.00 60
0.766667 46.00 60

0.020000 1.00 50
0.050000 1.00 20
0.100000 3.00 30
0.300000 6.00 20
0.900000 18.00 20
0.733333 22.00 30

0.510000 51.00 100
0.350000 7.00 20
0.480000 24.00 50
0.075000 3.00 40
0.200000 4.00 20
0.533333 32.00 60

0.300000 6.00 20
0.400000 16.00 40
0.260000 13.00 50
0.700000 14.00 20
0.216667 13.00 60
0.233333 14.00 60

0.440000 22.00 50
0.300000 9.00 30
0.125000 5.00 40
0.750000 15.00 20
0.440000 22.00 50
0.040000 2.00 50

0.610000 61.00 100
0.133333 4.00 30
0.033333 2.00 60
0.816667 49.00 60
0.233333 7.00 30
0.266667 16.00 60

0.150000 3.00 20
0.650000 13.00 20
0.766667 23.00 30
0.230000 23.00 100
0.280000 28.00 100
0.033333 1.00 30

0.300000 30.00 100
0.283333 17.00 60
0.100000 2.00 20
0.200000 20.00 100
0.520000 26.00 50
0.720000 36.00 50

0.475000 19.00 40
0.300000 6.00 20
0.433333 13.00 30
0.420000 21.00 50
0.050000 1.00 20
0.430000 43.00 100

0.033333 1.00 30
0.490000 49.00 100
0.225000 9.00 40
0.475000 19.00 40
0.583333 35.00 60
0.266667 8.00 30

