0.144928 50.00 345
0.054545 30.00 550
0.236842 45.00 190
0.410714 69.00 168
0.454348 209.00 460

0.525292 270.00 514
0.038902 17.00 437
0.082781 25.00 302
0.352941 270.00 765
0.296443 75.00 253

0.045455 12.00 264
0.044037 24.00 545
0.236589 172.00 727
0.169355 84.00 496
0.802038 551.00 687

0.099398 33.00 332
0.278689 170.00 610
0.024590 3.00 122
0.561404 64.00 114
0.340000 119.00 350

0.121127 86.00 710
0.410468 149.00 363
0.556291 168.00 302
0.146237 68.00 465
0.063415 13.00 205

0.757576 200.00 264
0.042017 5.00 119
0.348837 45.00 129
0.065359 10.00 153
0.086538 9.00 104

0.549333 206.00 375
0.091603 12.00 131
0.135531 37.00 273
0.306767 204.00 665
0.211896 57.00 269

0.082043 53.00 646
0.356818 157.00 440
0.693122 131.00 189
0.129630 84.00 648
0.037037 14.00 378

0.341202 318.00 932
0.450549 123.00 273
0.051471 7.00 136
0.189602 62.00 327
0.266082 91.00 342

0.067358 13.00 193
0.044000 11.00 250
0.054575 34.00 623
0.681435 323.00 474
0.452941 77.00 170

0.008299 2.00 241
0.448062 289.00 645
0.167756 77.00 459
0.162338 25.00 154
0.514523 496.00 964

0.156140 89.00 570
0.313984 119.00 379
0.135531 37.00 273
0.311429 109.00 350
0.381818 273.00 715

0.317204 59.00 186
0.166395 102.00 613
0.678571 190.00 280
0.104317 58.00 556
0.033473 8.00 239

0.553571 279.00 504
0.317029 175.00 552
0.220217 61.00 277
0.089109 9.00 101
0.121324 33.00 272

0.083176 44.00 529
0.261818 72.00 275
0.407767 168.00 412
0.058632 18.00 307
0.488550 64.00 131

0.150289 78.00 519
0.060837 16.00 263
0.163732 93.00 568
0.818653 158.00 193
0.105691 13.00 123

0.152672 120.00 786
0.020833 17.00 816
0.012012 4.00 333
0.428030 113.00 264
0.687500 99.00 144

0.179357 106.00 591
0.244519 145.00 593
0.146667 66.00 450
0.551155 167.00 303
0.179104 48.00 268

0.151351 28.00 185
0.144654 23.00 159
0.819672 100.00 122
0.098485 13.00 132
0.085470 20.00 234

0.398004 359.00 902
0.128079 104.00 812
0.131944 76.00 576
0.360849 153.00 424
0.281588 78.00 277

0.040323 10.00 248
0.398907 73.00 183
0.244755 35.00 143
0.206897 24.00 116
0.413677 369.00 892

0.551515 273.00 495
0.140625 18.00 128
0.153342 117.00 763
0.245125 88.00 359
0.212264 90.00 424

0.101961 26.00 255
0.805243 215.00 267
0.217391 30.00 138
0.163043 30.00 184
0.009524 1.00 105

0.385185 260.00 675
0.096154 10.00 104
0.550251 219.00 398
0.062284 18.00 289
0.200000 26.00 130

0.852713 110.00 129
0.112727 31.00 275
0.067449 23.00 341
0.207447 39.00 188
0.052960 17.00 321

0.392996 202.00 514
0.105590 17.00 161
0.491468 144.00 293
0.138260 116.00 839
0.171088 129.00 754

0.037037 4.00 108
0.596899 77.00 129
0.012513 12.00 959
0.331288 54.00 163
0.325843 116.00 356

0.209424 40.00 191
0.509213 304.00 597
0.015228 3.00 197
0.103448 12.00 116
0.461353 191.00 414

0.407240 180.00 442
0.346535 315.00 909
0.155975 124.00 795
0.230769 111.00 481
0.160393 98.00 611

0.191257 35.00 183
0.402062 78.00 194
0.184397 52.00 282
0.323077 63.00 195
0.200000 40.00 200

0.135294 23.00 170
0.103774 44.00 424
0.091304 21.00 230
0.043716 16.00 366
0.924812 246.00 266

0.125000 14.00 112
0.344000 43.00 125
0.452282 109.00 241
0.323993 185.00 571
0.056757 21.00 370

0.048603 40.00 823
0.190909 42.00 220
0.008333 2.00 240
0.163347 41.00 251
0.891304 164.00 184

0.269231 77.00 286
0.552743 131.00 237
0.152672 20.00 131
0.305638 103.00 337
0.018987 6.00 316

0.175000 119.00 680
0.163993 92.00 561
0.103448 18.00 174
0.596577 488.00 818
0.258523 182.00 704

0.233974 73.00 312
0.776087 357.00 460
0.012097 3.00 248
0.058594 15.00 256
0.218650 68.00 311

0.044643 10.00 224
0.029070 15.00 516
0.465517 54.00 116
0.668449 125.00 187
0.094340 15.00 159

0.320885 232.00 723
0.264840 58.00 219
0.194521 71.00 365
0.042755 36.00 842
0.473146 185.00 391

0.148148 16.00 108
0.053763 15.00 279
0.278970 260.00 932
